"","Beer_Names","Beer_ID","ABV","IBU","Style","Ounces","Brewery_Name","Brewery_ID","City","State"
"701","Old Potentate",1010,0.072,40,"Old Ale",12,"Southern Star Brewing Company",119,"Conroe"," TX"
"702","Bombshell Blonde",856,0.05,20,"American Blonde Ale",16,"Southern Star Brewing Company",119,"Conroe"," TX"
"703","PRO-AM (2012) (2012)",853,0.099,100,"American Double / Imperial IPA",12,"Southern Star Brewing Company",119,"Conroe"," TX"
"704","Walloon (2014)",691,0.055,NA,"Saison / Farmhouse Ale",12,"Southern Star Brewing Company",119,"Conroe"," TX"
"705","Le Mort Vivant (2011)",555,0.069,23,"Bière de Garde",12,"Southern Star Brewing Company",119,"Conroe"," TX"
"706","Buried Hatchet Stout",46,0.083,50,"Foreign / Export Stout",12,"Southern Star Brewing Company",119,"Conroe"," TX"
"707","Pine Belt Pale Ale",45,0.065,45,"American Pale Ale (APA)",16,"Southern Star Brewing Company",119,"Conroe"," TX"
"708","Bombshell Blonde",44,0.05,20,"American Blonde Ale",12,"Southern Star Brewing Company",119,"Conroe"," TX"
"709","Third Eye Enlightened Pale Ale",2386,0.065,65,"American Pale Ale (APA)",12,"Steamworks Brewing Company",120,"Durango"," CO"
"710","Colorado Kölsch",92,0.049,17,"Kölsch",12,"Steamworks Brewing Company",120,"Durango"," CO"
"711","Steam Engine Lager",91,0.057,25,"American Amber / Red Lager",12,"Steamworks Brewing Company",120,"Durango"," CO"
"712","Third Eye Pale Ale",90,0.065,65,"American IPA",12,"Steamworks Brewing Company",120,"Durango"," CO"
"713","Watermelon Wheat",2385,0.056,NA,"American Pale Wheat Ale",12,"Horny Goat Brew Pub",121,"Milwaukee"," WI"
"714","Laka Laka Pineapple",2384,0.051,17,"Hefeweizen",12,"Horny Goat Brew Pub",121,"Milwaukee"," WI"
"715","Oktoberfest",2383,0.06,NA,"Märzen / Oktoberfest",16,"Horny Goat Brew Pub",121,"Milwaukee"," WI"
"716","IPA #11",2380,0.057,58,"American IPA",16,"Cheboygan Brewing Company",122,"Cheboygan"," MI"
"717","Blood Orange Honey",2379,0.057,10,"Fruit / Vegetable Beer",16,"Cheboygan Brewing Company",122,"Cheboygan"," MI"
"718","Lighthouse Amber",2354,0.052,NA,"Altbier",16,"Cheboygan Brewing Company",122,"Cheboygan"," MI"
"719","Main St. Virginia Ale",2377,0.05,40,"Altbier",12,"Center of the Universe Brewing C...",123,"Ashland"," VA"
"720","Chin Music Amber Lager",1839,0.045,24,"American Amber / Red Lager",12,"Center of the Universe Brewing C...",123,"Ashland"," VA"
"721","Main St. Virginia Ale",1248,0.05,40,"Altbier",12,"Center of the Universe Brewing C...",123,"Ashland"," VA"
"722","Ray Ray’s Pale Ale",1247,0.052,42,"American Pale Ale (APA)",12,"Center of the Universe Brewing C...",123,"Ashland"," VA"
"723","Summer Ale",2376,0.049,NA,"American Blonde Ale",12,"Ipswich Ale Brewery",124,"Ipswich"," MA"
"724","Mr. Blue Sky",2375,0.045,6,"American Pale Wheat Ale",16,"Griffin Claw Brewing Company",125,"Birmingham"," MI"
"725","3 Scrooges",2143,0.065,NA,"Winter Warmer",16,"Griffin Claw Brewing Company",125,"Birmingham"," MI"
"726","Screamin’ Pumpkin",2142,0.05,25,"Pumpkin Ale",16,"Griffin Claw Brewing Company",125,"Birmingham"," MI"
"727","Grand Trunk Bohemian Pils",2141,0.05,35,"Czech Pilsener",16,"Griffin Claw Brewing Company",125,"Birmingham"," MI"
"728","El Rojo",2140,0.065,25,"American Amber / Red Ale",16,"Griffin Claw Brewing Company",125,"Birmingham"," MI"
"729","Norm's Raggedy Ass IPA",2139,0.075,NA,"American IPA",16,"Griffin Claw Brewing Company",125,"Birmingham"," MI"
"730","Grind Line",2138,0.05,35,"American Pale Ale (APA)",16,"Griffin Claw Brewing Company",125,"Birmingham"," MI"
"731","Norm's Gateway IPA",2007,0.04,55,"American IPA",12,"Griffin Claw Brewing Company",125,"Birmingham"," MI"
"732","Lemon Shandy Tripel",1570,0.09,NA,"Tripel",16,"Griffin Claw Brewing Company",125,"Birmingham"," MI"
"733","Weisse Versa (2012)",2374,0.052,16,"Hefeweizen",12,"Karbach Brewing Company",126,"Houston"," TX"
"734","Mother in Lager",1560,0.058,25,"Munich Dunkel Lager",12,"Karbach Brewing Company",126,"Houston"," TX"
"735","Weekend Warrior Pale Ale",1557,0.055,40,"American Pale Ale (APA)",12,"Karbach Brewing Company",126,"Houston"," TX"
"736","Karbachtoberfest",1458,0.055,25,"Märzen / Oktoberfest",12,"Karbach Brewing Company",126,"Houston"," TX"
"737","Love Street Summer Seasonal (2014)",1235,0.047,20,"Kölsch",12,"Karbach Brewing Company",126,"Houston"," TX"
"738","Barn Burner Saison",1068,0.066,20,"Saison / Farmhouse Ale",12,"Karbach Brewing Company",126,"Houston"," TX"
"739","Rodeo Clown Double IPA",666,0.095,85,"American Double / Imperial IPA",12,"Karbach Brewing Company",126,"Houston"," TX"
"740","Sympathy for the Lager",465,0.049,45,"American Amber / Red Lager",12,"Karbach Brewing Company",126,"Houston"," TX"
"741","Weisse Versa",464,0.052,15,"Hefeweizen",12,"Karbach Brewing Company",126,"Houston"," TX"
"742","Hopadillo India Pale Ale",463,0.066,70,"American IPA",12,"Karbach Brewing Company",126,"Houston"," TX"
"743","The Green Room",2372,0.06,75,"American IPA",16,"Uncle Billy's Brewery and Smokeh...",127,"Austin"," TX"
"744","Humbucker Helles",2367,0.047,25,"Maibock / Helles Bock",16,"Uncle Billy's Brewery and Smokeh...",127,"Austin"," TX"
"745","Neato Bandito",2371,0.06,NA,"Euro Pale Lager",12,"Deep Ellum Brewing Company",128,"Dallas"," TX"
"746","Oak Cliff Coffee Ale",2251,0.075,33,"American Brown Ale",12,"Deep Ellum Brewing Company",128,"Dallas"," TX"
"747","Dream Crusher Double IPA",2166,0.085,100,"American Double / Imperial IPA",12,"Deep Ellum Brewing Company",128,"Dallas"," TX"
"748","Deep Ellum Pale Ale",1827,0.06,NA,"American Pale Ale (APA)",12,"Deep Ellum Brewing Company",128,"Dallas"," TX"
"749","Double Brown Stout",1203,0.07,NA,"Baltic Porter",12,"Deep Ellum Brewing Company",128,"Dallas"," TX"
"750","Farmhouse Wit",1202,0.048,25,"Saison / Farmhouse Ale",16,"Deep Ellum Brewing Company",128,"Dallas"," TX"
"751","Rye Pils Session Lager",1161,0.046,NA,"German Pilsener",12,"Deep Ellum Brewing Company",128,"Dallas"," TX"
"752","Dallas Blonde",946,0.052,23,"American Blonde Ale",12,"Deep Ellum Brewing Company",128,"Dallas"," TX"
"753","Deep Ellum IPA",943,0.07,70,"American IPA",12,"Deep Ellum Brewing Company",128,"Dallas"," TX"
"754","18th Anniversary Gose",2370,0.044,5,"Gose",12,"Real Ale Brewing Company",129,"Blanco"," TX"
"755","White (2015)",2211,0.046,25,"Witbier",12,"Real Ale Brewing Company",129,"Blanco"," TX"
"756","BLAKKR",1861,0.099,85,"American Black Ale",12,"Real Ale Brewing Company",129,"Blanco"," TX"
"757","Firemans #4 Blonde Ale (2013)",1718,0.051,21,"American Blonde Ale",12,"Real Ale Brewing Company",129,"Blanco"," TX"
"758","The Sword Iron Swan Ale",1290,0.059,NA,"English Pale Ale",12,"Real Ale Brewing Company",129,"Blanco"," TX"
"759","Hans' Pils (2015)",1091,0.053,52,"German Pilsener",12,"Real Ale Brewing Company",129,"Blanco"," TX"
"760","Four Squared (2015)",1086,0.06,50,"American Blonde Ale",12,"Real Ale Brewing Company",129,"Blanco"," TX"
"761","Firemans #4 Blonde Ale (2015)",830,0.051,21,"American Blonde Ale",12,"Real Ale Brewing Company",129,"Blanco"," TX"
"762","Straub Beer (Current)",2369,0.05,NA,"American Adjunct Lager",12,"Straub Brewery",130,"St Mary's"," PA"
"763","American Lager",2233,0.041,8,"American Adjunct Lager",12,"Straub Brewery",130,"St Mary's"," PA"
"764","American Amber",2232,0.041,8,"American Amber / Red Lager",12,"Straub Brewery",130,"St Mary's"," PA"
"765","American Light",2231,0.032,13,"Light Lager",12,"Straub Brewery",130,"St Mary's"," PA"
"766","Black Hop IPA",2368,0.068,NA,"American Black Ale",12,"Shebeen Brewing Company",131,"Wolcott"," CT"
"767","Point Special (Current)",2366,0.047,9,"American Adjunct Lager",12,"Stevens Point Brewery",132,"Stevens Point"," WI"
"768","Point Special",2365,0.047,9,"American Adjunct Lager",12,"Stevens Point Brewery",132,"Stevens Point"," WI"
"769","Point Cascade Pale Ale (2013)",2270,0.054,33,"American Pale Ale (APA)",12,"Stevens Point Brewery",132,"Stevens Point"," WI"
"770","Point Special",2228,0.047,9,"American Adjunct Lager",12,"Stevens Point Brewery",132,"Stevens Point"," WI"
"771","Onyx Black Ale",2151,0.052,9,"American Black Ale",12,"Stevens Point Brewery",132,"Stevens Point"," WI"
"772","Beyond The Pale IPA",2150,0.063,64,"American IPA",12,"Stevens Point Brewery",132,"Stevens Point"," WI"
"773","Point Special (2013)",2122,0.047,9,"American Adjunct Lager",12,"Stevens Point Brewery",132,"Stevens Point"," WI"
"774","Point Special (2012)",2121,0.047,9,"American Adjunct Lager",12,"Stevens Point Brewery",132,"Stevens Point"," WI"
"775","Point Special Lager",2115,0.047,9,"American Adjunct Lager",16,"Stevens Point Brewery",132,"Stevens Point"," WI"
"776","St. Benedict's Winter Ale",1450,0.062,NA,"Winter Warmer",12,"Stevens Point Brewery",132,"Stevens Point"," WI"
"777","Point Oktoberfest",1357,0.057,15,"Märzen / Oktoberfest",16,"Stevens Point Brewery",132,"Stevens Point"," WI"
"778","Point Nude Beach Summer Wheat",1225,0.052,7,"American Pale Wheat Ale",16,"Stevens Point Brewery",132,"Stevens Point"," WI"
"779","Point Nude Beach Summer Wheat",816,0.05,7,"American Pale Wheat Ale",12,"Stevens Point Brewery",132,"Stevens Point"," WI"
"780","Point Nude Beach Summer Wheat (2011)",772,0.05,7,"American Pale Wheat Ale",12,"Stevens Point Brewery",132,"Stevens Point"," WI"
"781","Drop Dead Blonde",684,0.035,NA,"American Blonde Ale",12,"Stevens Point Brewery",132,"Stevens Point"," WI"
"782","Three Kings Ale",650,0.049,13,"Kölsch",12,"Stevens Point Brewery",132,"Stevens Point"," WI"
"783","Point Oktoberfest",456,0.057,15,"Märzen / Oktoberfest",12,"Stevens Point Brewery",132,"Stevens Point"," WI"
"784","2012 Black Ale",357,0.054,32,"American Brown Ale",12,"Stevens Point Brewery",132,"Stevens Point"," WI"
"785","Point Nude Beach Summer Wheat (2010)",141,0.05,7,"American Pale Wheat Ale",12,"Stevens Point Brewery",132,"Stevens Point"," WI"
"786","Point Cascade Pale Ale",140,0.054,33,"American Pale Ale (APA)",12,"Stevens Point Brewery",132,"Stevens Point"," WI"
"787","Point Amber Classic",139,0.047,14,"American Amber / Red Lager",12,"Stevens Point Brewery",132,"Stevens Point"," WI"
"788","Point Special Lager",138,0.047,9,"American Adjunct Lager",12,"Stevens Point Brewery",132,"Stevens Point"," WI"
"789","Royal Lager",2364,NA,NA,"American Pale Lager",16,"Weston Brewing Company",133,"Weston"," MO"
"790","Rip Van Winkle (Current)",2348,0.08,NA,"Bock",12,"Weston Brewing Company",133,"Weston"," MO"
"791","O’Malley’s Stout",2344,NA,NA,"English Stout",12,"Weston Brewing Company",133,"Weston"," MO"
"792","O’Malley’s IPA",2343,0.075,89,"American IPA",12,"Weston Brewing Company",133,"Weston"," MO"
"793","O’Malley’s Irish Style Cream Ale",2342,NA,NA,"Cream Ale",12,"Weston Brewing Company",133,"Weston"," MO"
"794","L'il Lucy's Hot Pepper Ale",2341,0.049,28,"Chile Beer",12,"Weston Brewing Company",133,"Weston"," MO"
"795","Drop Kick Ale",2340,0.052,NA,"American Amber / Red Ale",12,"Weston Brewing Company",133,"Weston"," MO"
"796","2014 IPA Cicada Series",2362,0.075,72,"American IPA",16,"Southern Prohibition Brewing Com...",134,"Hattiesburg"," MS"
"797","Sinister Minister Black IPA",2346,0.077,65,"American IPA",16,"Southern Prohibition Brewing Com...",134,"Hattiesburg"," MS"
"798","Jack the Sipper",2320,0.053,45,"Extra Special / Strong Bitter (ESB)",12,"Southern Prohibition Brewing Com...",134,"Hattiesburg"," MS"
"799","Devil's Harvest Extra Pale Ale",2297,0.058,60,"American Pale Ale (APA)",12,"Southern Prohibition Brewing Com...",134,"Hattiesburg"," MS"
"800","Suzy B Dirty Blonde Ale",2296,0.05,20,"American Blonde Ale",12,"Southern Prohibition Brewing Com...",134,"Hattiesburg"," MS"
"801","Mississippi Fire Ant",1745,0.08,80,"American Amber / Red Ale",16,"Southern Prohibition Brewing Com...",134,"Hattiesburg"," MS"
"802","Hipster Breakfast",1120,0.058,40,"Oatmeal Stout",16,"Southern Prohibition Brewing Com...",134,"Hattiesburg"," MS"
"803","Suzy B Dirty Blonde Ale",1118,0.05,20,"American Blonde Ale",16,"Southern Prohibition Brewing Com...",134,"Hattiesburg"," MS"
"804","Devil's Harvest Extra Pale Ale",1117,0.058,60,"American Pale Ale (APA)",16,"Southern Prohibition Brewing Com...",134,"Hattiesburg"," MS"
"805","Axe Head Malt Liquor",2361,0.099,NA,"American Malt Liquor",24,"Minhas Craft Brewery",135,"Monroe"," WI"
"806","Huber Bock (2014)",2359,0.054,NA,"Bock",16,"Minhas Craft Brewery",135,"Monroe"," WI"
"807","Minhas Light (2012)",2358,0.04,NA,"Light Lager",12,"Minhas Craft Brewery",135,"Monroe"," WI"
"808","Huber",2282,0.05,NA,"American Pale Lager",12,"Minhas Craft Brewery",135,"Monroe"," WI"
"809","Clear Creek Ice",2281,0.062,NA,"American Pale Lager",16,"Minhas Craft Brewery",135,"Monroe"," WI"
"810","Clear Creek Ice",2280,0.062,NA,"American Pale Lager",12,"Minhas Craft Brewery",135,"Monroe"," WI"
"811","Mountain Crest",2279,0.055,NA,"American Pale Lager",16,"Minhas Craft Brewery",135,"Monroe"," WI"
"812","Mountain Crest",2278,0.055,NA,"American Pale Lager",12,"Minhas Craft Brewery",135,"Monroe"," WI"
"813","Mountain Creek (2013)",2277,0.055,NA,"American Pale Lager",12,"Minhas Craft Brewery",135,"Monroe"," WI"
"814","Boxer",2276,0.05,NA,"American Adjunct Lager",24,"Minhas Craft Brewery",135,"Monroe"," WI"
"815","Boxer Light",2275,0.042,NA,"Light Lager",12,"Minhas Craft Brewery",135,"Monroe"," WI"
"816","Boxer Ice",2274,0.055,NA,"American Adjunct Lager",12,"Minhas Craft Brewery",135,"Monroe"," WI"
"817","Boxer",2273,0.05,NA,"American Adjunct Lager",12,"Minhas Craft Brewery",135,"Monroe"," WI"
"818","Morning Wood Wheat (Current)",2360,0.059,14,"American Pale Wheat Ale",12,"Pug Ryan's Brewery",136,"Dillon"," CO"
"819","Hideout Helles",1463,0.069,17,"Munich Helles Lager",12,"Pug Ryan's Brewery",136,"Dillon"," CO"
"820","Dead Eye Dunkel",1462,0.06,15,"Munich Dunkel Lager",12,"Pug Ryan's Brewery",136,"Dillon"," CO"
"821","Peacemaker Pilsner",1461,0.058,21,"Czech Pilsener",12,"Pug Ryan's Brewery",136,"Dillon"," CO"
"822","Over the Rail Pale Ale",711,0.057,68,"American Pale Ale (APA)",12,"Pug Ryan's Brewery",136,"Dillon"," CO"
"823","Pallavicini Pilsner (2009)",188,0.058,21,"Czech Pilsener",12,"Pug Ryan's Brewery",136,"Dillon"," CO"
"824","Morning Wood Wheat (Current)",130,0.059,14,"American Pale Wheat Ale",12,"Pug Ryan's Brewery",136,"Dillon"," CO"
"825","Porter Culture",2357,0.065,NA,"American Porter",12,"Hops & Grains Brewing Company",137,"Austin"," TX"
"826","Sietsema Red Label",2353,0.069,NA,"Cider",16,"Sietsema Orchards and Cider Mill",138,"Ada"," MI"
"827","Extra Pale Ale",2352,0.053,49,"American Pale Ale (APA)",12,"Summit Brewing Company",139,"St Paul"," MN"
"828","Behemoth",2351,0.05,NA,"American Pilsner",12,"Core Brewing & Distilling Company",140,"Springdale"," AR"
"829","Arkansas Red",1650,0.052,NA,"American Amber / Red Ale",12,"Core Brewing & Distilling Company",140,"Springdale"," AR"
"830","Core Oatmeal Stout",1337,0.057,NA,"Oatmeal Stout",12,"Core Brewing & Distilling Company",140,"Springdale"," AR"
"831","Core ESB",1336,0.061,NA,"Extra Special / Strong Bitter (ESB)",12,"Core Brewing & Distilling Company",140,"Springdale"," AR"
"832","Oklahoma Suks",2350,0.048,32,"American Amber / Red Ale",12,"Independence Brewing Company",141,"Austin"," TX"
"833","Power & Light",2301,0.055,42,"American Pale Ale (APA)",12,"Independence Brewing Company",141,"Austin"," TX"
"834","White Rabbit ",1904,0.059,27,"Witbier",12,"Independence Brewing Company",141,"Austin"," TX"
"835","Cubano Espresso",2349,0.055,25,"Bock",12,"Cigar City Brewing Company",142,"Tampa"," FL"
"836","Operation Homefront",2014,0.062,65,"American IPA",12,"Cigar City Brewing Company",142,"Tampa"," FL"
"837","Wandering Pelican",2013,0.082,65,"American Black Ale",12,"Cigar City Brewing Company",142,"Tampa"," FL"
"838","Sugar Plum",2012,0.055,NA,"American Brown Ale",12,"Cigar City Brewing Company",142,"Tampa"," FL"
"839","Oktoberfest",2011,0.055,NA,"Märzen / Oktoberfest",12,"Cigar City Brewing Company",142,"Tampa"," FL"
"840","Puppy's Breath Porter",2010,0.06,NA,"American Porter",12,"Cigar City Brewing Company",142,"Tampa"," FL"
"841","Happening Now",2009,0.045,NA,"American IPA",12,"Cigar City Brewing Company",142,"Tampa"," FL"
"842","Hopped on the High Seas (Hop #529)",1726,0.07,60,"American IPA",12,"Cigar City Brewing Company",142,"Tampa"," FL"
"843","Hopped on the High Seas (Calypso)",1725,0.07,60,"American IPA",12,"Cigar City Brewing Company",142,"Tampa"," FL"
"844","Wiregrass Post-Prohibition Ale",1695,0.063,NA,"American Pale Ale (APA)",12,"Cigar City Brewing Company",142,"Tampa"," FL"
"845","Dry-Hopped On The High Seas Caribbean-Style IPA",1694,0.07,60,"American IPA",12,"Cigar City Brewing Company",142,"Tampa"," FL"
"846","Hopped on the High Seas (Citra)",1693,0.07,60,"American IPA",12,"Cigar City Brewing Company",142,"Tampa"," FL"
"847","Hopped on the High Seas (Ahtanum)",1692,0.07,60,"American IPA",12,"Cigar City Brewing Company",142,"Tampa"," FL"
"848","Gwar Beer",1369,0.055,NA,"American Pale Ale (APA)",12,"Cigar City Brewing Company",142,"Tampa"," FL"
"849","Tropical Heatwave",1243,0.052,NA,"American Pale Wheat Ale",16,"Cigar City Brewing Company",142,"Tampa"," FL"
"850","Humidor Series India Pale Ale",1142,0.075,70,"American IPA",12,"Cigar City Brewing Company",142,"Tampa"," FL"
"851","Jai Alai IPA Aged on White Oak",1141,0.075,70,"American IPA",12,"Cigar City Brewing Company",142,"Tampa"," FL"
"852","José Martí American Porter",1140,0.08,65,"American Porter",12,"Cigar City Brewing Company",142,"Tampa"," FL"
"853","Invasion Pale Ale",1139,0.05,NA,"American Pale Ale (APA)",12,"Cigar City Brewing Company",142,"Tampa"," FL"
"854","Maduro Brown Ale",1138,0.055,25,"English Brown Ale",12,"Cigar City Brewing Company",142,"Tampa"," FL"
"855","Maduro Brown Ale",571,0.055,25,"American Brown Ale",12,"Cigar City Brewing Company",142,"Tampa"," FL"
"856","Hotter Than Helles Lager",570,0.05,NA,"Munich Helles Lager",12,"Cigar City Brewing Company",142,"Tampa"," FL"
"857","Tocobaga Red Ale",569,0.072,75,"American Amber / Red Ale",12,"Cigar City Brewing Company",142,"Tampa"," FL"
"858","Jai Alai IPA",546,0.075,70,"American IPA",12,"Cigar City Brewing Company",142,"Tampa"," FL"
"859","Florida Cracker Belgian Wit",545,0.05,18,"Witbier",12,"Cigar City Brewing Company",142,"Tampa"," FL"
"860","Hunny Do Wheat",2347,0.048,18,"American Pale Wheat Ale",12,"Third Street Brewhouse",143,"Cold Spring"," MN"
"861","Three Way Pale Ale",1781,0.052,NA,"American Pale Ale (APA)",12,"Third Street Brewhouse",143,"Cold Spring"," MN"
"862","Rise to the Top",1780,0.041,NA,"Cream Ale",12,"Third Street Brewhouse",143,"Cold Spring"," MN"
"863","Lost Trout Brown Ale",1779,0.049,NA,"American Brown Ale",12,"Third Street Brewhouse",143,"Cold Spring"," MN"
"864","Gansett Light",2345,0.037,10,"Light Lager",16,"Narragansett Brewing Company",144,"Providence"," RI"
"865","Bohemian Pils",2224,0.052,30,"American Pilsner",16,"Narragansett Brewing Company",144,"Providence"," RI"
"866","Autocrat Coffee Milk Stout",1775,0.053,30,"Milk / Sweet Stout",16,"Narragansett Brewing Company",144,"Providence"," RI"
"867","Narragansett Bohemian Pilsner",1291,0.086,35,"German Pilsener",16,"Narragansett Brewing Company",144,"Providence"," RI"
"868","Narragansett Summer Ale",1093,0.042,24,"American Pale Wheat Ale",12,"Narragansett Brewing Company",144,"Providence"," RI"
"869","Narragansett Cream Ale",580,0.05,22,"Cream Ale",16,"Narragansett Brewing Company",144,"Providence"," RI"
"870","Narragansett Summer Ale",403,0.042,24,"American Pale Wheat Ale",16,"Narragansett Brewing Company",144,"Providence"," RI"
"871","Narragansett Porter",316,0.07,22,"American Porter",16,"Narragansett Brewing Company",144,"Providence"," RI"
"872","Narragansett Bock",315,0.065,32,"Bock",16,"Narragansett Brewing Company",144,"Providence"," RI"
"873","Narragansett Fest Lager",314,0.055,15,"Märzen / Oktoberfest",16,"Narragansett Brewing Company",144,"Providence"," RI"
"874","Little Red Cap",2339,0.063,43,"Altbier",12,"Grimm Brothers Brewhouse",145,"Loveland"," CO"
"875","Shark Tracker Light lager",2338,0.048,NA,"Light Lager",12,"Cisco Brewers",146,"Nantucket"," MA"
"876","Pumple Drumkin",1365,0.06,NA,"Pumpkin Ale",12,"Cisco Brewers",146,"Nantucket"," MA"
"877","Grey Lady",1094,0.045,NA,"Witbier",12,"Cisco Brewers",146,"Nantucket"," MA"
